sale_id,product_id,customer_id,store_id,quantity,sale_amount
2908,1205,2454,101,7,18680
2909,576,9775,42,2,101
2910,1028,9414,125,1,4482
2911,606,563,82,6,9015
2912,1413,8055,192,6,9691
2913,1296,4183,33,6,18653
2914,1819,9948,194,2,9281
2915,1156,8105,39,5,9004
2916,584,7501,134,3,19634
2917,816,8937,135,7,8221
2918,1928,8562,47,7,15054
2919,593,5860,106,9,14595
2920,1536,2092,174,4,14866
2921,686,1321,67,5,6942
2922,1836,5887,53,4,1334
2923,963,8658,163,1,19866
2924,987,473,105,4,16139
2925,1076,9489,63,3,1097
2926,1314,7133,167,4,7281
2927,446,236,118,3,13691
2928,237,5166,142,5,3362
2929,1813,7901,20,4,9108
2930,1515,1679,146,9,15645
2931,1304,4329,92,4,14976
2932,1068,6561,123,3,1435
2933,882,6065,111,9,14566
2934,766,266,38,9,5206
2935,937,6334,166,7,4375
2936,1949,2405,98,5,2270
2937,359,8331,151,8,7644
2938,646,9558,189,7,4645
2939,1592,1953,186,7,1263
2940,1550,8265,32,7,4914
2941,690,163,79,3,15632
2942,462,7974,116,2,7677
2943,101,223,139,2,12407
2944,692,6094,112,1,14188
2945,984,185,124,3,5831
2946,1485,95,44,4,6396
2947,769,3873,39,4,16452
2948,268,684,44,9,108
2949,883,976,115,7,7383
2950,1386,7347,69,9,7845
2951,408,8050,117,7,15593
2952,1061,7469,4,7,7064
2953,468,61,110,7,13478
2954,1990,6216,124,5,5298
2955,1740,1461,7,9,1916
2956,259,8674,197,6,11730
2957,509,4079,99,1,12766
2958,1691,5326,52,6,4900
2959,1774,6002,162,9,2049
2960,309,5652,28,7,1306
2961,1636,3652,5,1,6083
2962,1297,7746,143,9,17123
2963,625,8009,161,2,7376
2964,110,9367,48,7,12993
2965,1679,6551,28,7,522
2966,679,3807,84,1,1572
2967,1284,8682,28,6,18244
2968,1681,897,117,5,6538
2969,742,4301,79,3,8419
2970,907,2719,120,2,12094
2971,268,5001,163,6,5858
2972,1056,8210,64,6,14156
2973,1947,7551,105,2,14850
2974,940,6880,196,6,10467
2975,811,4739,27,6,4252
2976,1755,4077,173,5,10791
2977,1201,8734,10,4,15909
2978,104,7676,14,4,16261
2979,1260,198,175,7,6905
2980,1117,1266,77,8,7452
2981,201,5122,181,2,6890
2982,1835,977,66,5,3201
2983,899,609,178,8,10040
2984,743,465,43,2,17976
2985,925,9220,169,9,1892
2986,1791,1262,41,2,14100
2987,597,7558,47,4,17879
2988,1059,2030,45,4,10214
2989,1141,1818,93,1,9066
2990,688,241,65,1,9606
2991,1482,5735,17,4,13585
2992,1495,2857,172,3,7882
2993,1959,5615,57,8,19298
2994,920,7229,33,9,5118
2995,788,1762,63,2,5354
2996,399,6911,196,6,11417
2997,597,5572,181,8,10110
2998,117,7445,154,6,589
2999,362,9375,88,1,15090
3000,204,7407,71,7,1645
3001,1170,1941,171,2,13979
3002,444,2923,181,6,17062
3003,727,413,90,3,17877
3004,1641,7607,14,3,14631
3005,861,3224,179,1,16898
3006,1321,1104,125,8,2954
3007,868,5570,165,7,12498
3008,1605,9602,45,1,6957
3009,1511,5797,123,1,4532
3010,767,6527,139,9,18868
3011,1255,8357,65,7,9953
3012,1227,4805,163,9,7686
3013,362,1072,160,9,15789
3014,395,9343,178,3,12226
3015,248,8560,33,9,16202
3016,1464,6792,69,8,15834
3017,914,7200,33,6,3649
3018,1420,2555,66,5,6542
3019,761,613,33,5,3809
3020,656,8269,152,5,1834
3021,1819,1052,141,2,1348
3022,356,2984,7,1,3564
3023,1425,6544,35,2,19820
3024,241,1227,19,3,683
3025,1365,4663,98,9,894
3026,1911,3155,162,7,16000
3027,229,1275,154,4,18746
3028,1567,2390,198,5,7384
3029,621,6558,53,2,14840
3030,931,872,182,3,14294
3031,1563,1962,99,7,10982
3032,855,9760,151,2,8624
3033,1696,2155,191,3,11874
3034,529,4162,10,6,18013
3035,267,1076,36,5,13717
3036,1153,7331,103,2,3847
3037,220,5361,161,3,5100
3038,1106,2036,187,5,3888
3039,561,390,65,8,11720
3040,1577,5142,127,2,5262
3041,1044,3863,161,3,9315
3042,1351,5804,119,4,5802
3043,1061,4078,71,1,5323
3044,382,8554,189,8,13118
3045,1936,8251,144,5,15188
3046,39,4581,192,2,12202
3047,1133,9317,188,4,18720
3048,429,9973,115,5,474
3049,1088,6942,14,1,17309
3050,1199,8532,174,4,14024
3051,791,4582,165,2,3321
3052,32,2737,134,6,368
3053,945,1040,69,7,19904
3054,1745,7666,11,8,5096
3055,1915,8313,199,6,4383
3056,531,3814,138,5,1010
3057,106,6474,146,9,4401
3058,482,6228,104,3,13222
3059,206,8937,123,3,3517
3060,1271,4482,82,4,16477
3061,835,4544,131,5,12947
3062,1703,6217,30,5,16358
3063,89,7004,51,5,4621
3064,1340,7061,141,8,15783
3065,1035,9215,90,1,1196
3066,1073,4961,147,6,11385
3067,1935,7868,11,3,8220
3068,896,7044,69,4,13770
3069,1597,1776,25,5,5823
3070,1195,1909,93,9,12654
3071,143,588,22,8,9692
3072,207,6146,173,4,13636
3073,1487,383,160,8,7250
3074,509,8882,163,7,9759
3075,1225,5232,57,2,11148
3076,5,6005,180,5,7634
3077,211,8396,55,8,7397
3078,29,4122,192,4,2078
3079,1214,1877,90,5,7735
3080,188,6252,131,1,5121
3081,1861,1701,36,8,2925
3082,1791,1591,60,5,4271
3083,1174,868,120,4,16501
3084,525,5662,159,3,15133
3085,946,2065,7,8,14217
3086,1908,9680,84,5,5780
3087,1967,2346,107,7,7826
3088,1390,2641,83,9,12295
3089,157,7020,45,9,1729
3090,80,1051,40,9,8702
3091,1892,3588,69,4,6839
3092,1297,6819,118,9,9942
3093,660,6593,32,7,2078
3094,1742,9800,174,9,1614
3095,626,6732,145,7,16575
3096,1542,6384,183,5,16861
3097,1814,4900,136,5,11829
3098,232,4535,99,7,3520
3099,1673,9213,134,4,9357
3100,160,523,63,6,2378
3101,344,8763,44,8,14845
3102,1313,3340,196,1,12242
3103,205,4209,34,3,12902
3104,995,2453,1,3,17823
3105,838,3474,92,5,7861
3106,305,5126,115,2,17497
3107,1384,7769,28,2,11564
3108,670,3186,194,5,6922
3109,1894,9039,71,3,8578
3110,400,1335,75,1,9220
3111,1473,6196,94,6,13482
3112,106,300,108,4,3172
3113,1106,4959,6,7,7101
3114,342,1086,188,7,18842
3115,986,84,169,9,6247
3116,1806,7916,80,4,772
3117,952,4057,83,2,14599
3118,1445,1377,154,9,14553
3119,49,1693,143,5,13742
3120,206,7827,34,9,11320
3121,1242,924,14,7,6910
3122,1842,4986,197,6,12600
3123,1700,1499,102,2,1699
3124,1460,5011,84,3,13461
3125,791,4599,116,4,6026
3126,1346,3871,12,4,7158
3127,231,1726,37,7,1500
3128,1735,2811,199,8,635
3129,1511,5562,160,7,8333
3130,1453,2295,137,6,10726
3131,883,9785,122,6,16968
3132,726,8617,37,2,2333
3133,284,4891,128,8,19344
3134,1510,5178,137,1,19908
3135,276,8017,147,8,677
3136,433,5604,103,8,16799
3137,1209,2372,64,9,13568
3138,1746,7354,8,5,14505
3139,633,5619,140,5,17676
3140,216,8254,37,6,15979
3141,97,5059,16,9,1345
3142,955,3559,105,8,4150
3143,1143,1785,131,2,9181
3144,365,2917,136,5,10781
3145,1818,3445,139,4,1265
3146,1427,515,82,4,2904
3147,1008,6195,74,1,6546
3148,618,4713,143,7,6904
3149,397,8291,23,5,15489
3150,458,8515,12,9,9636
3151,318,5537,131,1,12890
3152,382,7851,61,7,19915
3153,142,8114,193,6,11329
3154,457,4251,35,2,5362
3155,501,4638,129,9,19921
3156,1931,4242,100,8,17659
3157,323,9690,122,9,13513
3158,1000,5519,117,2,13177
3159,268,5731,111,3,1341
3160,1827,2750,14,6,12301
3161,487,4885,84,6,5430
3162,878,1932,84,4,5009
3163,679,4353,33,5,12507
3164,1184,439,120,9,12855
3165,1767,537,117,1,8120
3166,14,8905,179,5,16193
3167,1004,5927,69,3,7618
3168,705,6749,87,6,4992
3169,155,4315,16,2,1565
3170,101,8119,41,5,17753
3171,572,4839,110,9,4680
3172,1067,2767,91,5,678
3173,1217,8175,73,4,9574
3174,1335,990,14,4,9672
3175,621,302,29,9,8288
3176,1629,1013,142,9,16674
3177,1752,3651,95,9,16032
3178,1015,247,135,6,19070
3179,465,2064,172,1,18863
3180,1187,1359,9,4,2929
3181,351,9802,189,2,5704
3182,234,8132,78,7,2359
3183,1952,1046,188,8,17590
3184,403,6762,83,8,5030
3185,351,4215,53,9,5149
3186,1191,9744,74,9,15722
3187,1172,9731,47,4,10544
3188,28,9708,144,9,4120
3189,259,4602,47,4,18714
3190,1952,1779,165,6,6263
3191,1622,8629,23,8,11878
3192,620,8995,159,4,18730
3193,1466,7273,58,7,2276
3194,1974,4199,191,5,1657
3195,1962,7376,130,8,3008
3196,1653,5781,86,7,12634
3197,876,4801,125,8,15425
3198,1551,825,4,8,2802
3199,1235,3806,97,8,18321
3200,1854,8496,150,7,13383
3201,543,6311,185,4,19463
3202,1469,8686,31,7,16205
3203,1818,8279,97,4,6453
3204,453,3298,54,4,6449
3205,697,6046,124,7,3205
3206,404,7090,148,7,6833
3207,1019,6497,169,3,373
3208,1090,5865,9,1,17101
3209,1429,6494,176,9,12944
3210,883,5635,23,1,12343
3211,1852,3821,161,6,17447
3212,575,6914,33,2,5307
3213,1459,1050,197,6,19693
3214,1252,3602,191,1,19644
3215,1500,6466,53,2,10031
3216,1492,6440,115,5,16059
3217,1125,4866,21,1,14036
3218,423,7750,64,2,14234
3219,1380,2984,32,4,3742
3220,1163,6329,192,7,9350
3221,1655,8720,169,9,14575
3222,1593,7174,46,4,1640
3223,1155,34,150,1,19227
3224,549,5187,18,2,17135
3225,468,6399,100,1,3858
3226,1504,7977,119,7,3512
3227,111,6547,153,1,5450
3228,153,10,90,9,11989
3229,917,1728,77,7,2738
3230,762,7543,96,4,13581
3231,1266,2779,67,4,6081
3232,720,6733,119,2,13108
3233,880,3099,19,8,13274
3234,682,4045,78,6,620
3235,769,1177,21,2,1464
3236,279,4724,50,6,9280
3237,363,1274,152,6,9735
3238,1649,7055,61,8,17553
3239,1432,2477,80,9,10934
3240,1199,2342,101,8,5714
3241,601,4540,72,5,8535
3242,1159,3143,60,9,9123
3243,1530,2211,93,4,327
3244,294,3415,179,6,274
3245,1519,7685,178,3,17644
3246,1839,7275,57,9,7374
3247,871,2028,197,9,10417
3248,1443,4727,142,6,14362
3249,1230,4895,24,7,7753
3250,1342,2000,10,8,18002
3251,73,4705,197,4,10125
3252,259,5618,45,1,5700
3253,1382,9217,182,9,723
3254,1172,1622,114,3,17509
3255,1249,4572,11,5,12727
3256,1129,3012,93,3,14954
3257,1580,6209,98,4,2564
3258,1952,9103,66,9,12901
3259,356,7653,169,2,8853
3260,1562,615,55,2,19361
3261,1840,4081,48,3,18454
3262,1285,1005,48,4,1617
3263,571,7704,169,2,18270
3264,573,3223,58,9,18082
3265,817,6143,167,5,14056
3266,1950,9208,72,3,15461
3267,1937,8199,138,4,17685
3268,1094,7684,53,2,17049
3269,1978,7931,109,1,5270
3270,1471,3766,75,5,9292
3271,1981,4051,60,6,12898
3272,447,2512,78,2,11103
3273,783,3636,69,2,14657
3274,1281,5714,50,6,8156
3275,909,2896,112,6,11625
3276,944,3906,25,1,14026
3277,896,1917,26,7,19404
3278,930,4278,38,3,14303
3279,637,6573,44,5,19813
3280,926,6952,45,8,13835
3281,531,4131,98,6,6951
3282,119,3864,17,8,13382
3283,1856,675,116,1,2497
3284,66,1901,53,8,17325
3285,245,7330,164,3,19485
3286,57,7910,95,8,15851
3287,1068,4504,18,9,8264
3288,524,4100,12,3,2021
3289,1914,4457,198,4,10964
3290,424,6066,139,4,7101
3291,1772,3038,26,2,10460
3292,1560,590,169,9,5625
3293,395,5478,136,9,1096
3294,450,5748,96,7,17711
3295,1281,1890,119,7,11285
3296,954,2383,113,8,6359
3297,1820,2333,133,3,18643
3298,1860,1060,196,2,10110
3299,1385,3396,165,4,10446
3300,763,7631,47,1,14101
3301,1630,395,134,7,12496
3302,1404,567,22,8,3346
3303,443,1073,90,6,12812
3304,967,2511,29,1,16357
3305,892,7481,157,7,4499
3306,534,6101,197,2,14090
3307,1498,2403,147,3,13314
3308,157,6487,3,5,17925
3309,89,2103,40,6,3235
3310,202,7065,47,6,1964
3311,980,7142,128,7,2708
3312,462,9107,104,6,6476
3313,1505,9304,125,8,10364
3314,709,5440,188,9,8336
3315,1581,3462,168,7,8096
3316,454,3924,87,7,19893
3317,1494,2318,155,3,5445
3318,380,5992,192,2,8960
3319,401,966,13,7,7414
3320,1103,9342,86,7,4584
3321,551,6983,11,4,14652
3322,936,2233,93,7,4873
3323,1820,8557,79,7,3986
3324,1013,3614,25,7,2800
3325,1410,1032,85,9,12172
3326,978,8846,171,1,11493
3327,1691,3796,55,9,532
3328,661,3868,73,4,12590
3329,1367,7582,28,4,14757
3330,903,4087,87,4,18378
3331,445,3204,157,5,2777
3332,52,4419,94,1,14199
3333,1275,5002,89,4,16554
3334,1968,2150,163,6,11525
3335,1918,4891,129,4,17194
3336,1683,9682,174,5,19232
3337,329,6219,103,1,17413
3338,1932,4840,24,9,17058
3339,1518,6380,89,7,783
3340,1374,5389,147,8,16966
3341,1991,4984,19,8,7868
3342,770,3639,161,8,2069
3343,1809,9470,53,4,872
3344,1483,4823,104,8,11643
3345,498,4425,87,9,11672
3346,125,5928,183,3,1567
3347,204,2418,52,7,7556
3348,768,3743,113,7,190
3349,643,259,99,6,9119
3350,1045,4473,112,2,16074
3351,590,145,101,3,265
3352,1871,6224,169,7,17284
3353,1587,3111,67,8,13094
3354,362,2754,172,7,3888
3355,361,709,12,8,16558
3356,1802,8438,123,3,15914
3357,1140,4429,200,7,5033
3358,55,9804,34,6,13742
3359,292,7571,198,3,18163
3360,1075,2813,175,3,3441
3361,842,6120,194,4,8621
3362,785,7176,21,1,8289
3363,254,9580,75,6,12019
3364,492,9927,33,4,8707
3365,985,252,13,2,18920
3366,573,2944,43,9,7559
3367,859,2006,12,5,7562
3368,993,6162,23,4,7162
3369,1995,3314,82,4,3964
3370,1933,1277,127,4,4107
3371,961,9220,60,5,4704
3372,1887,9589,113,3,5613
3373,225,1449,20,7,13402
3374,1493,6893,54,6,19972
3375,1872,1203,102,1,11416
3376,103,8204,112,4,8576
3377,970,6000,162,5,14789
3378,1072,9509,42,3,12090
3379,737,8962,43,1,16795
3380,1366,6741,53,4,19148
3381,233,6439,10,6,2507
3382,1606,9549,112,5,11112
3383,1583,3184,200,7,19869
3384,228,1974,194,4,253
3385,1007,2270,24,2,13689
3386,522,9229,70,9,8125
3387,1721,5390,133,6,1853
3388,1616,6184,158,5,17521
3389,13,2553,131,1,7121
3390,1523,9947,120,5,9166
3391,445,5424,76,8,15085
3392,1850,4618,26,3,10621
3393,340,9337,162,5,16099
3394,1348,7478,106,3,7120
3395,1620,1699,200,8,11597
3396,598,2353,22,6,19882
3397,157,5579,175,7,19281
3398,656,6740,187,3,12166
3399,1003,6706,102,3,13417
3400,1599,6556,88,4,6847
3401,1455,8412,76,9,14053
3402,1579,1633,53,7,11608
3403,1431,6468,46,4,8109
3404,1182,8803,183,3,2189
3405,1209,7558,146,8,8104
3406,798,4230,17,4,9704
3407,491,4945,168,7,8442
3408,835,3185,165,3,17967
3409,952,6077,31,8,781
3410,1560,8625,9,2,1540
3411,357,6531,103,4,1869
3412,717,3438,116,6,10258
3413,362,3106,19,6,6536
3414,1248,8254,53,4,15588
3415,1637,4183,170,5,12145
3416,1228,891,3,6,15384
3417,8,5247,36,9,17620
3418,472,3922,90,8,5776
3419,172,9532,78,5,7833
3420,1744,2861,187,7,15348
3421,96,2379,96,2,5882
3422,674,6396,136,1,7862
3423,1827,5359,181,9,8740
3424,608,2083,37,1,12532
3425,1330,8970,75,2,11875
3426,1681,7784,70,3,12407
3427,1282,5030,165,8,5895
3428,474,1407,160,6,15159
3429,1974,2758,161,6,5161
3430,1324,9939,174,7,15853
3431,1489,7369,81,9,4542
3432,614,7401,61,4,9424
3433,689,3568,182,8,4112
3434,898,5933,166,4,1000
3435,1352,2125,178,4,1175
3436,110,5338,150,7,11479
3437,710,6124,191,4,9874
3438,1929,2422,194,7,11423
3439,1153,53,186,4,6485
3440,965,5716,114,7,15925
3441,871,4354,23,6,3936
3442,1161,1735,141,7,8909
3443,1934,8035,28,1,11428
3444,1563,3467,144,8,13253
3445,649,928,188,1,18107
3446,1188,4345,13,4,2670
3447,349,6213,121,9,11525
3448,463,7065,127,6,11505
3449,1892,9639,152,3,18362
3450,1667,2700,68,1,9028
3451,1528,340,96,6,15814
3452,885,2422,174,1,14123
3453,1175,4981,51,3,18020
3454,1914,6401,45,8,19120
3455,246,2564,26,5,7983
3456,1134,3340,171,4,8030
3457,1609,4000,79,3,16432
3458,798,9573,80,6,18955
3459,1299,4943,1,4,3749
3460,870,2356,28,7,9506
3461,1091,8794,81,8,18533
3462,1074,9864,16,8,12752
3463,816,2780,188,6,17422
3464,515,5918,101,5,11489
3465,226,2539,144,7,14971
3466,578,8831,110,9,6209
3467,506,2686,196,8,12387
3468,155,4076,43,5,5104
3469,1898,4803,24,3,19376
3470,1504,1375,27,7,5649
3471,111,7176,163,7,13729
3472,483,5351,115,8,13982
3473,808,1727,34,6,9048
3474,1917,8849,57,7,5554
3475,1792,7793,85,2,1840
3476,274,7981,173,2,19357
3477,155,5316,13,6,5272
3478,1675,7050,199,1,7695
3479,1191,6608,120,7,8806
3480,1043,2963,44,6,7873
3481,345,8103,29,3,7595
3482,1927,4914,151,8,17886
3483,735,2876,190,1,6954
3484,569,580,82,4,9361
3485,1922,8352,88,8,16238
3486,294,3573,176,9,16495
3487,645,9682,190,2,8517
3488,1486,2896,133,6,13344
3489,338,464,24,8,7899
3490,1828,8700,85,3,17410
3491,452,5784,161,8,18667
3492,344,9500,10,8,5590
3493,717,6295,105,3,12443
3494,631,1022,127,4,19010
3495,765,2934,21,3,13248
3496,85,2943,146,3,19812
3497,1721,6357,30,5,1974
3498,737,6729,100,7,948
3499,660,3394,161,2,11940
3500,1413,666,180,3,9649
3501,1816,6332,141,9,18649
3502,227,3644,5,3,923
3503,1310,768,64,6,15447
3504,1308,8576,178,6,1981
3505,1717,1338,134,5,7381
3506,1971,4398,165,6,12790
3507,109,4060,76,2,14753
3508,135,9585,12,7,1000
3509,938,2148,58,4,7556
3510,291,1412,186,5,1782
3511,1911,6590,13,6,13474
3512,1826,4151,5,4,18547
3513,1639,7664,94,9,5893
3514,1737,6899,145,6,3252
3515,1532,2175,68,4,18785
3516,1653,4052,86,7,13868
3517,1868,3393,135,7,15783
3518,822,3468,127,4,5241
3519,1053,9365,164,1,9267
3520,394,7571,91,5,19020
3521,27,8418,78,4,17768
3522,1491,1334,83,2,16081
3523,13,419,126,9,2044
3524,554,4385,113,5,1697
3525,933,5639,146,2,15514
3526,445,4969,80,3,12883
3527,224,2817,61,2,6808
3528,1487,168,87,2,3170
3529,21,5010,38,1,7076
3530,1411,9891,64,3,10060
3531,1672,9511,110,2,19203
3532,1350,3083,50,6,18547
3533,1757,2405,36,6,8433
3534,467,2179,6,4,906
3535,1681,6460,181,8,10052
3536,1546,4700,126,7,16275
3537,1249,3386,111,2,14048
3538,653,6630,59,1,11710
3539,1499,111,55,5,15096
3540,618,5410,150,5,7313
3541,780,8439,165,6,8648
3542,1730,5742,80,3,13408
3543,458,1445,152,2,10301
3544,640,9672,152,4,6174
3545,1237,4221,10,8,19967
3546,663,5835,77,1,11531
3547,961,2308,138,7,14635
3548,1505,535,58,2,9165
3549,1920,8272,5,3,9173
3550,180,4368,177,2,16681
3551,1853,5976,128,3,10456
3552,538,3637,147,3,7782
3553,527,8594,180,5,19515
3554,22,3125,81,5,10900
3555,1369,896,193,3,19654
3556,577,6372,116,7,690
3557,763,6078,96,6,16745
3558,922,3764,116,9,336
3559,1045,3897,167,4,10072
3560,745,2760,123,1,13125
3561,1432,2240,102,7,3217
3562,1511,9172,1,6,4973
3563,1552,3095,81,5,15363
3564,1440,9768,150,4,3658
3565,1296,1360,108,5,2081
3566,1229,1554,23,6,12287
3567,1322,2536,147,5,18222
3568,672,8179,27,1,14098
3569,1970,9380,18,3,18354
3570,1577,4068,182,4,9756
3571,1132,1384,145,2,4704
3572,637,7681,183,7,4440
3573,1024,2396,90,1,11107
3574,152,4862,158,9,9018
3575,13,3284,53,7,9840
3576,715,1909,81,8,17862
3577,1103,3162,138,4,5826
3578,906,9230,94,6,12746
3579,1578,19,158,9,12919
3580,1193,5202,26,5,13110
3581,249,5881,199,5,19481
3582,1145,8813,197,6,15196
3583,387,7687,21,8,4668
3584,439,5952,56,4,132
3585,1296,5383,8,4,18944
3586,300,9706,157,5,10913
3587,721,2385,160,8,725
3588,473,2334,192,8,17252
3589,1182,4350,172,4,15168
3590,1007,2645,195,4,9724
3591,633,7369,56,8,912
3592,1251,9494,97,5,8491
3593,421,8830,68,2,3949
3594,956,1264,139,6,7333
3595,973,919,92,3,10869
3596,24,4916,165,5,15952
3597,1766,681,136,8,8738
3598,538,473,186,2,7473
3599,1594,9985,130,1,17034
3600,777,8033,6,1,19573
3601,638,7930,160,1,16406
3602,1981,4325,100,6,5710
3603,1811,5959,147,7,6064
3604,540,3471,107,6,8295
3605,903,7371,101,4,7379
3606,1837,9900,146,2,19907
3607,1152,4145,99,8,3092
3608,1118,4823,89,9,9696
3609,1727,5809,168,3,1873
3610,421,3012,60,5,4181
3611,1296,1098,168,8,11229
3612,484,9642,66,7,2689
3613,1029,7552,150,5,11352
3614,157,8970,37,2,10533
3615,52,9525,110,6,12991
3616,243,1450,33,1,19696
3617,1687,5451,20,7,4023
3618,774,2900,168,9,3310
3619,420,4504,140,5,19725
3620,1977,4167,49,8,6410
3621,1953,5564,162,1,19272
3622,1841,1461,99,4,5041
3623,425,5382,103,2,15741
3624,80,9573,181,9,2833
3625,695,9521,60,3,14004
3626,354,7711,66,3,4109
3627,1643,6299,28,1,1049
3628,1690,9332,184,6,15993
3629,293,7093,180,6,7577
3630,717,3123,11,3,11194
3631,1140,1096,171,8,2881
3632,529,9856,176,5,104
3633,480,5032,186,7,12778
3634,1312,9383,185,9,11582
3635,1692,3142,142,4,12461
3636,477,5088,88,1,14500
3637,25,5118,182,2,4993
3638,431,9379,130,4,18913
3639,1302,9791,42,3,10810
3640,317,3359,135,4,17220
3641,638,6058,102,3,10934
3642,1836,5464,137,8,10399
3643,358,8898,33,9,883
3644,1300,3881,91,9,1767
3645,1901,2890,121,2,7449
3646,690,9722,68,6,9643
3647,344,7922,192,6,613
3648,1455,7639,97,8,18668
3649,559,7457,191,4,8488
3650,712,1849,136,1,2547
3651,563,3577,59,3,7364
3652,439,9739,104,2,13789
3653,1486,3802,137,7,3288
3654,1831,5870,140,5,8515
3655,1294,345,58,9,4996
3656,1733,2427,49,4,1963
3657,1455,4228,44,3,1241
3658,1045,1235,139,9,18052
3659,143,4813,144,7,13898
3660,1784,9811,66,1,697
3661,868,4173,111,1,14811
3662,353,9356,166,3,13061
3663,1489,5029,171,3,19233
3664,1017,8946,101,1,6158
3665,468,1591,110,1,12844
3666,1537,4568,112,2,12793
3667,1488,3090,195,2,2278
3668,877,4352,99,3,15733
3669,1874,4455,73,3,14348
3670,1418,6196,187,9,2528
3671,919,6867,135,1,10168
3672,1810,5859,121,5,13861
3673,1777,4129,154,2,303
3674,1082,9544,159,5,8618
3675,1150,436,152,5,4517
3676,841,7141,193,3,986
3677,878,3491,184,2,4126
3678,1485,4945,63,8,19126
3679,52,2861,154,2,11072
3680,1012,6724,58,2,821
3681,1759,1074,27,2,905
3682,814,8862,69,6,7908
3683,1899,5318,38,3,4784
3684,269,8655,47,5,12580
3685,96,377,123,3,6206
3686,273,2594,21,7,19754
3687,1347,436,79,3,4107
3688,1597,9213,140,1,2876
3689,1857,8916,125,8,5614
3690,1717,5392,75,3,9274
3691,133,2940,25,1,16037
3692,928,7744,196,3,8141
3693,89,8183,109,5,4021
3694,685,3624,86,5,9505
3695,824,2208,122,9,14600
3696,5,5496,171,3,13303
3697,357,4216,179,7,15165
3698,1367,6492,89,4,1129
3699,204,2094,24,3,1609
3700,1698,2517,9,2,17616
3701,1597,2670,106,2,2694
3702,471,5491,22,7,14292
3703,464,5100,27,3,18559
3704,497,1145,61,8,11691
3705,702,3009,88,7,19007
3706,837,1313,65,5,4476
3707,63,3630,65,7,1894
3708,1580,7506,142,1,19540
3709,239,6525,93,8,16269
3710,540,7556,20,3,13590
3711,198,8050,97,7,3042
3712,781,9220,173,4,12844
3713,1707,1937,167,2,9711
3714,30,4848,84,4,11661
3715,666,1616,81,7,1502
3716,1233,4297,158,2,4532
3717,1087,6106,192,5,7811
3718,1865,8391,102,6,8472
3719,1081,2121,102,5,16812
3720,1856,9143,73,7,19078
3721,1744,2736,92,6,11255
3722,1457,9952,23,5,2558
3723,1332,9649,151,9,3611
3724,1599,407,32,3,3110
3725,1784,8987,81,1,5462
3726,1490,1117,40,3,14299
3727,1677,5784,166,8,11320
3728,1629,1104,62,5,3051
3729,1131,6352,43,6,17133
3730,1901,4188,85,8,9471
3731,600,2580,54,6,9790
3732,1018,2131,41,5,10483
3733,1325,4867,52,1,7289
3734,620,3943,183,5,5540
3735,1070,4280,94,8,7855
3736,77,2713,173,5,11824
3737,729,365,174,6,4642
3738,1193,8388,178,6,11168
3739,814,5504,179,3,12516
3740,1153,3655,70,7,8848
3741,1737,4600,147,9,10334
3742,708,5417,68,2,7953
3743,1884,1986,49,3,16456
3744,268,2568,23,6,9231
3745,1624,4341,133,5,13999
3746,765,6309,192,5,18816
3747,1774,8154,33,2,6919
3748,585,4380,76,7,17509
3749,419,1912,59,4,2205
3750,870,711,52,9,10718
3751,1891,4091,93,1,2464
3752,1185,5244,7,5,10882
3753,1082,1591,43,7,11309
3754,384,1341,48,5,10886
3755,1909,822,118,1,15385
3756,803,1617,170,3,12622
3757,510,753,190,9,18098
3758,430,7038,20,1,10465
3759,1364,6935,37,7,14794
3760,578,7986,41,9,5588
3761,940,8523,169,4,18041
3762,1050,3044,87,3,6594
3763,1834,7372,133,4,17005
3764,589,8024,161,4,11098
3765,798,8859,176,9,9815
3766,372,3387,172,3,12046
3767,928,6409,10,8,8522
3768,1060,7457,189,7,10908
3769,1555,4678,11,1,10972
3770,1814,8883,58,5,9992
3771,1857,1704,179,5,19458
3772,1849,3078,143,1,16127
3773,1291,6788,5,1,16314
3774,1818,2338,109,7,4489
3775,1456,2253,61,3,18861
3776,1043,5679,141,1,7615
3777,1363,2952,45,1,15992
3778,140,7816,23,1,19821
3779,67,9449,16,3,12890
3780,1015,5834,36,2,17678
3781,1848,8224,138,2,8696
3782,1554,8384,118,8,13384
3783,1393,4503,96,2,9254
3784,261,8025,45,8,1606
3785,1648,5703,131,8,1401
3786,1944,2083,106,9,14264
3787,974,3970,165,7,11126
3788,627,5340,8,5,7817
3789,1702,5738,1,3,9246
3790,579,6120,72,4,16971
3791,1791,2380,193,3,2054
3792,1606,7164,30,6,14040
3793,1996,9046,108,5,19755
3794,1844,2057,196,2,12688
3795,1022,6324,127,6,13076
3796,1227,6147,124,5,3015
3797,639,9494,85,4,14703
3798,1959,1828,165,7,16850
3799,1979,4263,84,9,14406
3800,410,5394,28,1,4484
3801,833,1617,89,8,19733
3802,1104,8310,97,1,14237
3803,1712,2400,183,5,14887
3804,113,6797,62,1,3127
3805,623,9489,15,2,4256
3806,821,317,97,8,8942
3807,1161,5522,195,9,6007
3808,1669,1720,128,1,2639
3809,1908,9264,144,7,13510
3810,840,9232,171,4,394
3811,189,9686,111,4,8780
3812,277,3777,128,6,2808
3813,1761,1307,90,4,11243
3814,103,2062,93,9,2817
3815,107,9564,149,9,18297
